sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-13G51-3126-SM-5IJG7	GTEX-13G51-3126-SM-5IJG7	10.34	Brain - Cerebellum	Brain
GTEX-N7MT-1226-SM-26GMC	GTEX-N7MT-1226-SM-26GMC	10.34	Brain - Cerebellum	Brain
GTEX-13X6I-0011-R1b-SM-5PNZC	GTEX-13X6I-0011-R1b-SM-5PNZC	10.34	Brain - Hippocampus	Brain
GTEX-13QJC-0011-R2b-SM-5PNUN	GTEX-13QJC-0011-R2b-SM-5PNUN	10.34	Brain - Substantia Nigra	Brain
GTEX-P44G-0011-R2A-SM-2XCD2	GTEX-P44G-0011-R2A-SM-2XCD2	10.34	Brain - Substantia Nigra	Brain
GTEX-131YS-0011-R11b-SM-5EGLM	GTEX-131YS-0011-R11b-SM-5EGLM	10.34	Brain - Cerebellar Hemisphere	Brain
GTEX-13VXU-0011-R11b-SM-5O9DJ	GTEX-13VXU-0011-R11b-SM-5O9DJ	10.34	Brain - Cerebellar Hemisphere	Brain
GTEX-13OW5-0011-R5b-SM-5L3FR	GTEX-13OW5-0011-R5b-SM-5L3FR	10.34	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13S7M-0011-R5b-SM-5P9HS	GTEX-13S7M-0011-R5b-SM-5P9HS	10.34	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSM-0011-R6b-SM-5EQ6N	GTEX-12WSM-0011-R6b-SM-5EQ6N	10.34	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-NL4W-0011-R6a-SM-2I3GA	GTEX-NL4W-0011-R6a-SM-2I3GA	10.34	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13X6J-0011-R7b-SM-5PNUC	GTEX-13X6J-0011-R7b-SM-5PNUC	10.34	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZF28-0011-R7a-SM-4WKF5	GTEX-ZF28-0011-R7a-SM-4WKF5	10.34	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13CIG-0011-R8b-SM-5LZX5	GTEX-13CIG-0011-R8b-SM-5LZX5	10.34	Brain - Hypothalamus	Brain
GTEX-12WSD-0011-R9a-SM-5GU6W	GTEX-12WSD-0011-R9a-SM-5GU6W	10.34	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-YFC4-0011-R9a-SM-4SOK4	GTEX-YFC4-0011-R9a-SM-4SOK4	10.34	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-06-0747-01	TCGA-06-0747-01	10.34	Glioblastoma Multiforme	Brain
GTEX-12ZZW-2926-SM-5LZUP	GTEX-12ZZW-2926-SM-5LZUP	10.33	Brain - Cortex	Brain
GTEX-12WSC-2926-SM-5BC5Z	GTEX-12WSC-2926-SM-5BC5Z	10.33	Brain - Cerebellum	Brain
GTEX-QVJO-0011-R1A-SM-2S1QI	GTEX-QVJO-0011-R1A-SM-2S1QI	10.33	Brain - Hippocampus	Brain
GTEX-X585-0011-R1B-SM-46MVE	GTEX-X585-0011-R1B-SM-46MVE	10.33	Brain - Hippocampus	Brain
GTEX-147GR-0011-R2b-SM-5S2RQ	GTEX-147GR-0011-R2b-SM-5S2RQ	10.33	Brain - Substantia Nigra	Brain
GTEX-13FLV-0011-R3b-SM-5LZYP	GTEX-13FLV-0011-R3b-SM-5LZYP	10.33	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-1477Z-0011-R3b-SM-5PNX9	GTEX-1477Z-0011-R3b-SM-5PNX9	10.33	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13FTZ-0011-R10b-SM-5KLZS	GTEX-13FTZ-0011-R10b-SM-5KLZS	10.33	Brain - Frontal Cortex (Ba9)	Brain
GTEX-NL4W-0011-R5a-SM-2I3GD	GTEX-NL4W-0011-R5a-SM-2I3GD	10.33	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZXG5-0011-R6a-SM-57WBZ	GTEX-ZXG5-0011-R6a-SM-57WBZ	10.33	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12ZZZ-0011-R7b-SM-5EGLE	GTEX-12ZZZ-0011-R7b-SM-5EGLE	10.33	Brain - Putamen (Basal Ganglia)	Brain
GTEX-145MH-0011-R7a-SM-5PNWH	GTEX-145MH-0011-R7a-SM-5PNWH	10.33	Brain - Putamen (Basal Ganglia)	Brain
GTEX-WZTO-0011-R7B-SM-4E3IS	GTEX-WZTO-0011-R7B-SM-4E3IS	10.33	Brain - Putamen (Basal Ganglia)	Brain
GTEX-Q2AG-0011-R9A-SM-2HMJ6	GTEX-Q2AG-0011-R9A-SM-2HMJ6	10.33	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13112-0011-R4b-SM-5DUXL	GTEX-13112-0011-R4b-SM-5DUXL	10.33	Brain - Amygdala	Brain
GTEX-13OW6-0011-R4a-SM-5O9DX	GTEX-13OW6-0011-R4a-SM-5O9DX	10.33	Brain - Amygdala	Brain
TCGA-FG-A4MX-01	TCGA-FG-A4MX-01	10.33	Brain Lower Grade Glioma	Brain
TCGA-FG-A87Q-01	TCGA-FG-A87Q-01	10.33	Brain Lower Grade Glioma	Brain
TCGA-12-0618-01	TCGA-12-0618-01	10.33	Glioblastoma Multiforme	Brain
GTEX-11GSP-3226-SM-5986O	GTEX-11GSP-3226-SM-5986O	10.32	Brain - Cortex	Brain
GTEX-13S7M-3126-SM-5RQJQ	GTEX-13S7M-3126-SM-5RQJQ	10.32	Brain - Cortex	Brain
GTEX-N7MS-2526-SM-26GMA	GTEX-N7MS-2526-SM-26GMA	10.32	Brain - Cerebellum	Brain
GTEX-WVLH-0011-R1A-SM-4MVOK	GTEX-WVLH-0011-R1A-SM-4MVOK	10.32	Brain - Hippocampus	Brain
GTEX-13FLV-0011-R10b-SM-5LZZ2	GTEX-13FLV-0011-R10b-SM-5LZZ2	10.32	Brain - Frontal Cortex (Ba9)	Brain
GTEX-Q2AG-0011-R11A-SM-2HMKZ	GTEX-Q2AG-0011-R11A-SM-2HMKZ	10.32	Brain - Cerebellar Hemisphere	Brain
GTEX-1313W-0011-R5b-SM-5L3EP	GTEX-1313W-0011-R5b-SM-5L3EP	10.32	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13NYS-0011-R5a-SM-5MR4D	GTEX-13NYS-0011-R5a-SM-5MR4D	10.32	Brain - Caudate (Basal Ganglia)	Brain
GTEX-11WQC-0011-R6a-SM-5BC77	GTEX-11WQC-0011-R6a-SM-5BC77	10.32	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12WS9-0011-R6a-SM-5P9EW	GTEX-12WS9-0011-R6a-SM-5P9EW	10.32	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OW5-0011-R8a-SM-5L3GQ	GTEX-13OW5-0011-R8a-SM-5L3GQ	10.32	Brain - Hypothalamus	Brain
GTEX-N7MS-0011-R4a-SM-2HMKW	GTEX-N7MS-0011-R4a-SM-2HMKW	10.32	Brain - Amygdala	Brain
GTEX-ZYY3-3126-SM-5SI9L	GTEX-ZYY3-3126-SM-5SI9L	10.31	Brain - Cortex	Brain
GTEX-ZUA1-2926-SM-59HL3	GTEX-ZUA1-2926-SM-59HL3	10.31	Brain - Cerebellum	Brain
GTEX-12WSD-0011-R2a-SM-5LZWB	GTEX-12WSD-0011-R2a-SM-5LZWB	10.31	Brain - Substantia Nigra	Brain
GTEX-11ZUS-0011-R11b-SM-5BC7B	GTEX-11ZUS-0011-R11b-SM-5BC7B	10.31	Brain - Cerebellar Hemisphere	Brain
GTEX-145LU-0011-R11b-SM-5P9JX	GTEX-145LU-0011-R11b-SM-5P9JX	10.31	Brain - Cerebellar Hemisphere	Brain
GTEX-WZTO-0011-R11A-SM-4E3K9	GTEX-WZTO-0011-R11A-SM-4E3K9	10.31	Brain - Cerebellar Hemisphere	Brain
GTEX-Z93S-0011-R5b-SM-4RGNI	GTEX-Z93S-0011-R5b-SM-4RGNI	10.31	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13S7M-0011-R6b-SM-5O9D8	GTEX-13S7M-0011-R6b-SM-5O9D8	10.31	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZE9C-0011-R6a-SM-4WWCW	GTEX-ZE9C-0011-R6a-SM-4WWCW	10.31	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-Q2AG-0011-R7A-SM-2HMJP	GTEX-Q2AG-0011-R7A-SM-2HMJP	10.31	Brain - Putamen (Basal Ganglia)	Brain
GTEX-WWYW-0011-R7A-SM-3NB3H	GTEX-WWYW-0011-R7A-SM-3NB3H	10.31	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13CIG-0011-R9a-SM-5K7VU	GTEX-13CIG-0011-R9a-SM-5K7VU	10.31	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-CS-5395-01	TCGA-CS-5395-01	10.31	Brain Lower Grade Glioma	Brain
TCGA-TM-A84B-01	TCGA-TM-A84B-01	10.31	Brain Lower Grade Glioma	Brain
GTEX-11WQK-3026-SM-5EQL6	GTEX-11WQK-3026-SM-5EQL6	10.30	Brain - Cortex	Brain
GTEX-13SLX-3126-SM-5S2Q5	GTEX-13SLX-3126-SM-5S2Q5	10.30	Brain - Cortex	Brain
GTEX-X4XX-3026-SM-3NMB2	GTEX-X4XX-3026-SM-3NMB2	10.30	Brain - Cortex	Brain
GTEX-13X6K-2826-SM-5O9DS	GTEX-13X6K-2826-SM-5O9DS	10.30	Brain - Cerebellum	Brain
GTEX-QDT8-0011-R11A-SM-32PKD	GTEX-QDT8-0011-R11A-SM-32PKD	10.30	Brain - Cerebellar Hemisphere	Brain
GTEX-14ASI-0011-R6a-SM-5S2UZ	GTEX-14ASI-0011-R6a-SM-5S2UZ	10.30	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-145LS-0011-R7a-SM-5PNWM	GTEX-145LS-0011-R7a-SM-5PNWM	10.30	Brain - Putamen (Basal Ganglia)	Brain
GTEX-T6MN-0011-R4A-SM-32QPG	GTEX-T6MN-0011-R4A-SM-32QPG	10.30	Brain - Amygdala	Brain
GTEX-Z93S-2826-SM-57WBL	GTEX-Z93S-2826-SM-57WBL	10.29	Brain - Cerebellum	Brain
GTEX-T5JC-0011-R1A-SM-32PM6	GTEX-T5JC-0011-R1A-SM-32PM6	10.29	Brain - Hippocampus	Brain
GTEX-13FHO-0011-R5b-SM-5LZZ3	GTEX-13FHO-0011-R5b-SM-5LZZ3	10.29	Brain - Caudate (Basal Ganglia)	Brain
GTEX-11GSP-0011-R7b-SM-57WC3	GTEX-11GSP-0011-R7b-SM-57WC3	10.29	Brain - Putamen (Basal Ganglia)	Brain
GTEX-11ONC-0011-R9b-SM-5NQ8J	GTEX-11ONC-0011-R9b-SM-5NQ8J	10.29	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-CS-6186-01	TCGA-CS-6186-01	10.29	Brain Lower Grade Glioma	Brain
TCGA-HT-7860-01	TCGA-HT-7860-01	10.29	Brain Lower Grade Glioma	Brain
TCGA-HT-A5RC-01	TCGA-HT-A5RC-01	10.29	Brain Lower Grade Glioma	Brain
GTEX-WZTO-2826-SM-3NM8P	GTEX-WZTO-2826-SM-3NM8P	10.28	Brain - Cerebellum	Brain
GTEX-WWYW-0011-R10A-SM-3NB35	GTEX-WWYW-0011-R10A-SM-3NB35	10.28	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZE7O-0011-R10a-SM-57WAZ	GTEX-ZE7O-0011-R10a-SM-57WAZ	10.28	Brain - Frontal Cortex (Ba9)	Brain
GTEX-RVPV-0011-R11A-SM-2TF6F	GTEX-RVPV-0011-R11A-SM-2TF6F	10.28	Brain - Cerebellar Hemisphere	Brain
GTEX-13NZA-0011-R5b-SM-5KM4K	GTEX-13NZA-0011-R5b-SM-5KM4K	10.28	Brain - Caudate (Basal Ganglia)	Brain
GTEX-XOTO-0011-R6B-SM-4B65X	GTEX-XOTO-0011-R6B-SM-4B65X	10.28	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-145MG-0011-R7b-SM-5P9JY	GTEX-145MG-0011-R7b-SM-5P9JY	10.28	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12ZZX-2826-SM-5BC6K	GTEX-12ZZX-2826-SM-5BC6K	10.27	Brain - Cerebellum	Brain
GTEX-139TT-2626-SM-5LZUB	GTEX-139TT-2626-SM-5LZUB	10.27	Brain - Cerebellum	Brain
GTEX-12WSB-0011-R1b-SM-5P9EY	GTEX-12WSB-0011-R1b-SM-5P9EY	10.27	Brain - Hippocampus	Brain
GTEX-NPJ7-0011-R1a-SM-3GACT	GTEX-NPJ7-0011-R1a-SM-3GACT	10.27	Brain - Hippocampus	Brain
GTEX-12WS9-0011-R2a-SM-5CVNE	GTEX-12WS9-0011-R2a-SM-5CVNE	10.27	Brain - Substantia Nigra	Brain
GTEX-XMD1-0011-R2B-SM-4AT5N	GTEX-XMD1-0011-R2B-SM-4AT5N	10.27	Brain - Substantia Nigra	Brain
GTEX-NPJ8-0011-R3a-SM-2HMIW	GTEX-NPJ8-0011-R3a-SM-2HMIW	10.27	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-RNOR-0011-R3A-SM-2TF5J	GTEX-RNOR-0011-R3A-SM-2TF5J	10.27	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-T2IS-0011-R11A-SM-32QPC	GTEX-T2IS-0011-R11A-SM-32QPC	10.27	Brain - Cerebellar Hemisphere	Brain
GTEX-13JUV-0011-R6b-SM-5LZYG	GTEX-13JUV-0011-R6b-SM-5LZYG	10.27	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
TCGA-14-0790-01	TCGA-14-0790-01	10.27	Glioblastoma Multiforme	Brain
GTEX-NPJ8-1526-SM-26GMH	GTEX-NPJ8-1526-SM-26GMH	10.26	Brain - Cortex	Brain
GTEX-145MH-2926-SM-5Q5D2	GTEX-145MH-2926-SM-5Q5D2	10.26	Brain - Cerebellum	Brain
GTEX-N7MT-1226-SM-26GMT	GTEX-N7MT-1226-SM-26GMT	10.26	Brain - Cerebellum	Brain
GTEX-13OVL-0011-R11b-SM-5L3G7	GTEX-13OVL-0011-R11b-SM-5L3G7	10.26	Brain - Cerebellar Hemisphere	Brain
GTEX-13FHP-0011-R5b-SM-5LZY2	GTEX-13FHP-0011-R5b-SM-5LZY2	10.26	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QVUS-0011-R4A-SM-3GAE7	GTEX-QVUS-0011-R4A-SM-3GAE7	10.26	Brain - Amygdala	Brain
GTEX-X585-0011-R4B-SM-46MVH	GTEX-X585-0011-R4B-SM-46MVH	10.26	Brain - Amygdala	Brain
GTEX-13OW7-3026-SM-5L3GY	GTEX-13OW7-3026-SM-5L3GY	10.25	Brain - Cortex	Brain
GTEX-139UC-3226-SM-5N9EZ	GTEX-139UC-3226-SM-5N9EZ	10.25	Brain - Cerebellum	Brain
GTEX-13O3Q-3026-SM-5IJGD	GTEX-13O3Q-3026-SM-5IJGD	10.25	Brain - Cerebellum	Brain
GTEX-13RTL-0011-R1a-SM-5PNZ8	GTEX-13RTL-0011-R1a-SM-5PNZ8	10.25	Brain - Hippocampus	Brain
GTEX-145LU-0011-R1a-SM-5Q5CE	GTEX-145LU-0011-R1a-SM-5Q5CE	10.25	Brain - Hippocampus	Brain
GTEX-NPJ8-0011-R1a-SM-33HCB	GTEX-NPJ8-0011-R1a-SM-33HCB	10.25	Brain - Hippocampus	Brain
GTEX-WWYW-0011-R1A-SM-3TW8G	GTEX-WWYW-0011-R1A-SM-3TW8G	10.25	Brain - Hippocampus	Brain
GTEX-N7MT-0011-R11A-SM-2I3DZ	GTEX-N7MT-0011-R11A-SM-2I3DZ	10.25	Brain - Cerebellar Hemisphere	Brain
GTEX-1477Z-0011-R5b-SM-5PNUO	GTEX-1477Z-0011-R5b-SM-5PNUO	10.25	Brain - Caudate (Basal Ganglia)	Brain
GTEX-S7PM-0011-R6A-SM-3NM8F	GTEX-S7PM-0011-R6A-SM-3NM8F	10.25	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OVH-0011-R4a-SM-5KM3W	GTEX-13OVH-0011-R4a-SM-5KM3W	10.25	Brain - Amygdala	Brain
TCGA-FG-A4MU-01	TCGA-FG-A4MU-01	10.25	Brain Lower Grade Glioma	Brain
TCGA-19-2620-01	TCGA-19-2620-01	10.25	Glioblastoma Multiforme	Brain
GTEX-RNOR-2326-SM-2TF4I	GTEX-RNOR-2326-SM-2TF4I	10.24	Brain - Cortex	Brain
GTEX-13OVL-3026-SM-5IJF1	GTEX-13OVL-3026-SM-5IJF1	10.24	Brain - Cerebellum	Brain
GTEX-YJ89-0011-R1a-SM-4RGLS	GTEX-YJ89-0011-R1a-SM-4RGLS	10.24	Brain - Hippocampus	Brain
GTEX-NL4W-0011-R10A-SM-2I3DY	GTEX-NL4W-0011-R10A-SM-2I3DY	10.24	Brain - Frontal Cortex (Ba9)	Brain
GTEX-1399T-0011-R11a-SM-5J2O1	GTEX-1399T-0011-R11a-SM-5J2O1	10.24	Brain - Cerebellar Hemisphere	Brain
GTEX-ZVZQ-0011-R11a-SM-51MS6	GTEX-ZVZQ-0011-R11a-SM-51MS6	10.24	Brain - Cerebellar Hemisphere	Brain
GTEX-13FXS-0011-R5b-SM-5LZYE	GTEX-13FXS-0011-R5b-SM-5LZYE	10.24	Brain - Caudate (Basal Ganglia)	Brain
GTEX-144GL-0011-R5b-SM-5PNUJ	GTEX-144GL-0011-R5b-SM-5PNUJ	10.24	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13FHP-0011-R6b-SM-5LZY6	GTEX-13FHP-0011-R6b-SM-5LZY6	10.24	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13112-0011-R7b-SM-5DUVW	GTEX-13112-0011-R7b-SM-5DUVW	10.24	Brain - Putamen (Basal Ganglia)	Brain
GTEX-1313W-0011-R7b-SM-5DUWL	GTEX-1313W-0011-R7b-SM-5DUWL	10.24	Brain - Putamen (Basal Ganglia)	Brain
GTEX-N7MT-0011-R7a-SM-2I3FZ	GTEX-N7MT-0011-R7a-SM-2I3FZ	10.24	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12ZZW-0011-R4a-SM-5DUX9	GTEX-12ZZW-0011-R4a-SM-5DUX9	10.24	Brain - Amygdala	Brain
GTEX-QMR6-0011-R4A-SM-32PKU	GTEX-QMR6-0011-R4A-SM-32PKU	10.24	Brain - Amygdala	Brain
TCGA-19-2624-01	TCGA-19-2624-01	10.24	Glioblastoma Multiforme	Brain
GTEX-XOTO-0011-R11B-SM-4B64O	GTEX-XOTO-0011-R11B-SM-4B64O	10.23	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSE-0011-R6b-SM-5LZV5	GTEX-12WSE-0011-R6b-SM-5LZV5	10.23	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13FHP-0011-R7b-SM-5LZYI	GTEX-13FHP-0011-R7b-SM-5LZYI	10.23	Brain - Putamen (Basal Ganglia)	Brain
GTEX-TSE9-0011-R9A-SM-3DB7Q	GTEX-TSE9-0011-R9A-SM-3DB7Q	10.23	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-N7MT-0011-R4a-SM-2I3G9	GTEX-N7MT-0011-R4a-SM-2I3G9	10.23	Brain - Amygdala	Brain
GTEX-RNOR-2226-SM-2TF5O	GTEX-RNOR-2226-SM-2TF5O	10.22	Brain - Cerebellum	Brain
GTEX-X4XX-2926-SM-3NMB1	GTEX-X4XX-2926-SM-3NMB1	10.22	Brain - Cerebellum	Brain
GTEX-YJ89-2926-SM-5P9IT	GTEX-YJ89-2926-SM-5P9IT	10.22	Brain - Cerebellum	Brain
GTEX-X4XX-0011-R1B-SM-3P622	GTEX-X4XX-0011-R1B-SM-3P622	10.22	Brain - Hippocampus	Brain
GTEX-145MI-0011-R11a-SM-5P9JZ	GTEX-145MI-0011-R11a-SM-5P9JZ	10.22	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSF-0011-R5a-SM-5HL8K	GTEX-12WSF-0011-R5a-SM-5HL8K	10.22	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13S7M-0011-R7a-SM-5O9DK	GTEX-13S7M-0011-R7a-SM-5O9DK	10.22	Brain - Putamen (Basal Ganglia)	Brain
GTEX-X4EP-0011-R7B-SM-4PQZW	GTEX-X4EP-0011-R7B-SM-4PQZW	10.22	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13PL6-0011-R9b-SM-5O9CH	GTEX-13PL6-0011-R9b-SM-5O9CH	10.22	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-145MI-0011-R4b-SM-5PNZH	GTEX-145MI-0011-R4b-SM-5PNZH	10.22	Brain - Amygdala	Brain
GTEX-111FC-3326-SM-5GZYV	GTEX-111FC-3326-SM-5GZYV	10.21	Brain - Cerebellum	Brain
GTEX-13FXS-3026-SM-5LZYO	GTEX-13FXS-3026-SM-5LZYO	10.21	Brain - Cerebellum	Brain
GTEX-QVJO-1325-SM-2S1QX	GTEX-QVJO-1325-SM-2S1QX	10.21	Brain - Cerebellum	Brain
GTEX-13112-0011-R1b-SM-5HL7K	GTEX-13112-0011-R1b-SM-5HL7K	10.21	Brain - Hippocampus	Brain
GTEX-14753-0011-R5a-SM-5S2VW	GTEX-14753-0011-R5a-SM-5S2VW	10.21	Brain - Caudate (Basal Ganglia)	Brain
GTEX-WL46-0011-R5A-SM-3LK6V	GTEX-WL46-0011-R5A-SM-3LK6V	10.21	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WS9-0011-R4b-SM-5P9EU	GTEX-12WS9-0011-R4b-SM-5P9EU	10.21	Brain - Amygdala	Brain
TCGA-26-5139-01	TCGA-26-5139-01	10.21	Glioblastoma Multiforme	Brain
GTEX-1128S-2726-SM-5H12C	GTEX-1128S-2726-SM-5H12C	10.20	Brain - Cortex	Brain
GTEX-1192X-3126-SM-5N9BY	GTEX-1192X-3126-SM-5N9BY	10.20	Brain - Cortex	Brain
GTEX-1445S-3026-SM-5O9BR	GTEX-1445S-3026-SM-5O9BR	10.20	Brain - Cortex	Brain
GTEX-N7MT-0011-R1a-SM-5SI7S	GTEX-N7MT-0011-R1a-SM-5SI7S	10.20	Brain - Hippocampus	Brain
GTEX-ZF28-0011-R10a-SM-4WWEH	GTEX-ZF28-0011-R10a-SM-4WWEH	10.20	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZF28-0011-R6a-SM-4WKHI	GTEX-ZF28-0011-R6a-SM-4WKHI	10.20	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12WSF-0011-R7b-SM-5HL99	GTEX-12WSF-0011-R7b-SM-5HL99	10.20	Brain - Putamen (Basal Ganglia)	Brain
GTEX-YJ89-0011-R7a-SM-4V6GO	GTEX-YJ89-0011-R7a-SM-4V6GO	10.20	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13O1R-0011-R9b-SM-5KM33	GTEX-13O1R-0011-R9b-SM-5KM33	10.20	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-QVUS-2826-SM-3GADB	GTEX-QVUS-2826-SM-3GADB	10.19	Brain - Cortex	Brain
GTEX-131YS-3026-SM-5EGHY	GTEX-131YS-3026-SM-5EGHY	10.19	Brain - Cerebellum	Brain
GTEX-13QIC-3026-SM-5LU58	GTEX-13QIC-3026-SM-5LU58	10.19	Brain - Cerebellum	Brain
GTEX-14DAQ-3026-SM-5S2QZ	GTEX-14DAQ-3026-SM-5S2QZ	10.19	Brain - Cerebellum	Brain
GTEX-QMR6-1326-SM-32PLB	GTEX-QMR6-1326-SM-32PLB	10.19	Brain - Cerebellum	Brain
GTEX-ZE9C-0011-R2a-SM-4WKGH	GTEX-ZE9C-0011-R2a-SM-4WKGH	10.19	Brain - Substantia Nigra	Brain
GTEX-13O3Q-0011-R11b-SM-5KM2W	GTEX-13O3Q-0011-R11b-SM-5KM2W	10.19	Brain - Cerebellar Hemisphere	Brain
GTEX-13OW5-0011-R11b-SM-5L3GG	GTEX-13OW5-0011-R11b-SM-5L3GG	10.19	Brain - Cerebellar Hemisphere	Brain
GTEX-WHSE-0011-R11A-SM-3P5YY	GTEX-WHSE-0011-R11A-SM-3P5YY	10.19	Brain - Cerebellar Hemisphere	Brain
GTEX-YFC4-0011-R11a-SM-4SOK6	GTEX-YFC4-0011-R11a-SM-4SOK6	10.19	Brain - Cerebellar Hemisphere	Brain
GTEX-ZUA1-0011-R11b-SM-51MTI	GTEX-ZUA1-0011-R11b-SM-51MTI	10.19	Brain - Cerebellar Hemisphere	Brain
GTEX-WWYW-0011-R5A-SM-3NB3E	GTEX-WWYW-0011-R5A-SM-3NB3E	10.19	Brain - Caudate (Basal Ganglia)	Brain
GTEX-RVPU-0011-R7A-SM-2XCAB	GTEX-RVPU-0011-R7A-SM-2XCAB	10.19	Brain - Putamen (Basal Ganglia)	Brain
GTEX-WHSE-0011-R7A-SM-3P5YZ	GTEX-WHSE-0011-R7A-SM-3P5YZ	10.19	Brain - Putamen (Basal Ganglia)	Brain
GTEX-R55E-0011-R9A-SM-2TC6C	GTEX-R55E-0011-R9A-SM-2TC6C	10.19	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-TM-A7C3-01	TCGA-TM-A7C3-01	10.19	Brain Lower Grade Glioma	Brain
TCGA-14-0789-01	TCGA-14-0789-01	10.19	Glioblastoma Multiforme	Brain
GTEX-13NYC-2826-SM-5K7WR	GTEX-13NYC-2826-SM-5K7WR	10.18	Brain - Cortex	Brain
GTEX-13NYB-3226-SM-5J2ND	GTEX-13NYB-3226-SM-5J2ND	10.18	Brain - Cerebellum	Brain
GTEX-13OW7-2926-SM-5MR3Z	GTEX-13OW7-2926-SM-5MR3Z	10.18	Brain - Cerebellum	Brain
GTEX-11ZTS-0011-R1a-SM-5BC71	GTEX-11ZTS-0011-R1a-SM-5BC71	10.18	Brain - Hippocampus	Brain
GTEX-ZE9C-0011-R3a-SM-4WKGT	GTEX-ZE9C-0011-R3a-SM-4WKGT	10.18	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-X4XX-0011-R10B-SM-46MWO	GTEX-X4XX-0011-R10B-SM-46MWO	10.18	Brain - Frontal Cortex (Ba9)	Brain
GTEX-WWYW-0011-R6A-SM-3NB3G	GTEX-WWYW-0011-R6A-SM-3NB3G	10.18	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-1117F-3226-SM-5N9CT	GTEX-1117F-3226-SM-5N9CT	10.17	Brain - Cortex	Brain
GTEX-13PL6-3126-SM-5LUAR	GTEX-13PL6-3126-SM-5LUAR	10.17	Brain - Cortex	Brain
GTEX-12ZZY-2926-SM-5DUXO	GTEX-12ZZY-2926-SM-5DUXO	10.17	Brain - Cerebellum	Brain
GTEX-ZAB4-2926-SM-57WCV	GTEX-ZAB4-2926-SM-57WCV	10.17	Brain - Cerebellum	Brain
GTEX-147GR-0011-R6b-SM-5S2RO	GTEX-147GR-0011-R6b-SM-5S2RO	10.17	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-145MI-0011-R7b-SM-5Q5AZ	GTEX-145MI-0011-R7b-SM-5Q5AZ	10.17	Brain - Putamen (Basal Ganglia)	Brain
GTEX-X585-3026-SM-46MWF	GTEX-X585-3026-SM-46MWF	10.16	Brain - Cortex	Brain
GTEX-ZE9C-3026-SM-4WKHB	GTEX-ZE9C-3026-SM-4WKHB	10.16	Brain - Cortex	Brain
GTEX-WL46-2826-SM-3LK81	GTEX-WL46-2826-SM-3LK81	10.16	Brain - Cerebellum	Brain
